bioguide_id,declarant_name,chamber,party,state_district,committee_membership,committees_key_flag,transaction_date,disclosure_date,ticker,asset_description,asset_type,operation_type,amount_range,amount_midpoint,amount_split_flag,owner,doc_id,source_url,natural_key_hash,provenance,ticker_source,occurrence_index
M000355,"A. Mitchell McConnell, Jr.",senate,Republican,KY,"Joint Committee of Congress on the Library; Joint Committee on Printing; SSAF13; SSAF15; SSAF16; SSAP01; SSAP02; SSAP17; SSAP19; SSAP20; SSAP22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Appropriations; Senate Committee on Rules and Administration",False,2017-09-07,2018-05-15,WFC,Wells Fargo & Company,Stock,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0,https://efdsearch.senate.gov/search/view/ptr/044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0/,d4ee1b18d1ce11aa0f915f4ced7055a8c39ed43a634c5a88fc9aa860fdfc8d8b,senate-efd-electronic,explicit,0
M000355,"A. Mitchell McConnell, Jr.",senate,Republican,KY,"Joint Committee of Congress on the Library; Joint Committee on Printing; SSAF13; SSAF15; SSAF16; SSAP01; SSAP02; SSAP17; SSAP19; SSAP20; SSAP22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Appropriations; Senate Committee on Rules and Administration",False,2017-12-05,2018-05-15,WFC,Wells Fargo & Company,Stock,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0,https://efdsearch.senate.gov/search/view/ptr/044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0/,1656f49a7551ef6052c5d6b34ba2e69e83f330c88028903676a2fd907842fb01,senate-efd-electronic,explicit,0
M000355,"A. Mitchell McConnell, Jr.",senate,Republican,KY,"Joint Committee of Congress on the Library; Joint Committee on Printing; SSAF13; SSAF15; SSAF16; SSAP01; SSAP02; SSAP17; SSAP19; SSAP20; SSAP22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Appropriations; Senate Committee on Rules and Administration",False,2018-03-05,2018-05-15,WFC,Wells Fargo & Company,Stock,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0,https://efdsearch.senate.gov/search/view/ptr/044ee3b6-5fd0-48cc-a54a-a60e79d6a4f0/,7136d41865c6944ec54583aaeec892c1ddf82d754e5be934eb444b89bcd5b96d,senate-efd-electronic,explicit,0
M000355,"A. Mitchell McConnell, Jr.",senate,Republican,KY,"Joint Committee of Congress on the Library; Joint Committee on Printing; SSAF13; SSAF15; SSAF16; SSAP01; SSAP02; SSAP17; SSAP19; SSAP20; SSAP22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Appropriations; Senate Committee on Rules and Administration",False,2018-06-01,2018-06-13,WFC,Wells Fargo & Company,Stock,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,3eb0d309-b3be-4678-b762-2f9137928430,https://efdsearch.senate.gov/search/view/ptr/3eb0d309-b3be-4678-b762-2f9137928430/,7cb104a942cd04684db4ea6585e93287f1b7c58e6ae45fda3483fe48f0372e9a,senate-efd-electronic,explicit,0
M000355,"A. Mitchell McConnell, Jr.",senate,Republican,KY,"Joint Committee of Congress on the Library; Joint Committee on Printing; SSAF13; SSAF15; SSAF16; SSAP01; SSAP02; SSAP17; SSAP19; SSAP20; SSAP22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Appropriations; Senate Committee on Rules and Administration",False,2018-09-06,2018-09-14,WFC,Wells Fargo & Company,Stock,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,f02256a2-006a-4b22-96f6-79561a1f3a91,https://efdsearch.senate.gov/search/view/ptr/f02256a2-006a-4b22-96f6-79561a1f3a91/,25289d0f76d8985d7e4e8dfde944080c568b7452b906c00ca33620449a7534dc,senate-efd-electronic,explicit,0
M000355,"A. Mitchell McConnell, Jr.",senate,Republican,KY,"Joint Committee of Congress on the Library; Joint Committee on Printing; SSAF13; SSAF15; SSAF16; SSAP01; SSAP02; SSAP17; SSAP19; SSAP20; SSAP22; Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Appropriations; Senate Committee on Rules and Administration",False,2018-12-05,2018-12-17,WFC,Wells Fargo & Company,Stock,Purchase,"$1,001 - $15,000",8000.5,False,Spouse,13374d99-cbb7-4f1c-a630-2125b6c108ab,https://efdsearch.senate.gov/search/view/ptr/13374d99-cbb7-4f1c-a630-2125b6c108ab/,10d166aed2374ebfec49b8ad9e1beb0d230956b2d5130d722630eb2736c56aed,senate-efd-electronic,explicit,0
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-12-05,2018-01-22,,MAINE STATE HSG AUTH  Rate/Coupon: 2.45%  Matures: 11/15/2025,Municipal Security,Purchase,"$15,001 - $50,000",32500.5,False,Spouse,6b243106-441e-4811-bdb5-067dfee76697,https://efdsearch.senate.gov/search/view/ptr/6b243106-441e-4811-bdb5-067dfee76697/,0cee698e934f590a78f0a6b8ff49426e172dd7ec912bab241ed65e47184be405,senate-efd-electronic,none,0
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2017-12-05,2018-01-22,,MAINE STATE HSG AUTH  Rate/Coupon: 2.25%  Matures: 11/15/2024,Municipal Security,Purchase,"$15,001 - $50,000",32500.5,False,Spouse,6b243106-441e-4811-bdb5-067dfee76697,https://efdsearch.senate.gov/search/view/ptr/6b243106-441e-4811-bdb5-067dfee76697/,b443c2606346391c454026d9234646cc27aff678d2ffb0fdc8cd5270ca51d293,senate-efd-electronic,none,0
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2018-03-12,2018-04-16,,MAINE ST HSG AUTH BOND  Rate/Coupon: 4.0%  Matures: 11/15/2028,Municipal Security,Sale (Full),"$15,001 - $50,000",32500.5,False,Spouse,5c15668a-97a0-4959-896a-3d4b5baf7954,https://efdsearch.senate.gov/search/view/ptr/5c15668a-97a0-4959-896a-3d4b5baf7954/,df0f95a0b6cbddaa830bd2dff6eb9df8039d7f6384f87dd7f48acdd69c2f3a3d,senate-efd-electronic,none,0
K000383,"Angus S King, Jr.",senate,Independent,ME,SSAS13; SSAS14; SSAS16; SSEG01; SSEG03; SSEG04; Senate Committee on Armed Services; Senate Committee on Energy and Natural Resources; Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,True,2018-04-23,2018-05-22,GILD,"Gilead Sciences, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",8000.5,False,Spouse,01cec9aa-793e-407f-9186-4c48160e5278,https://efdsearch.senate.gov/search/view/ptr/01cec9aa-793e-407f-9186-4c48160e5278/,cd3b7cadbd6f44d1b5dea27c78cbd93ffff0e3699e9f25340249d5e5a626d6fc,senate-efd-electronic,explicit,0
