bioguide,ticker,date,sense
A000372,36966R5P7,2017-11-02,Sale
A000372,912796QV4,2019-02-15,Purchase
A000372,912796QX0,2018-08-21,Purchase
A000372,912796SH3,2019-08-30,Purchase
A000372,912796U31,2022-09-19,Purchase
A000372,912796U31,2022-10-07,Purchase
A000372,912796U49,2022-03-21,Purchase
A000372,912796U49,2022-03-25,Purchase
A000372,912796U49,2022-05-23,Purchase
A000372,912796WX3,2020-02-03,Purchase
A000372,912796X87,2022-10-07,Purchase
A000372,912796XQ7,2022-08-18,Purchase
A000372,912796XQ7,2022-08-19,Purchase
A000372,912796YH6,2022-09-16,Purchase
A000372,912796YJ2,2022-10-07,Purchase
A000372,912796YJ2,2022-12-08,Purchase
A000372,912797LL9,2023-09-26,Purchase
A000372,91282CDR9,2023-09-26,Purchase
A000372,91282CEG2,2022-05-10,Purchase
A000372,91282CFG1,2022-09-16,Purchase
A000372,91282CFN6,2022-12-23,Purchase
A000372,SCHW$D,2023-05-18,Purchase
A000372,SCHW$D,2023-08-31,Purchase
A000372,SCHW$D,2023-10-10,Purchase
B000740,912796ZP7,2022-12-12,Purchase
E000296,SRE$A,2023-06-22,Purchase
F000450,AAIC$B,2023-04-03,Purchase
F000450,AAIC$B,2023-09-19,Purchase
F000450,AAIC$B,2023-11-28,Purchase
F000450,AAM$A,2023-09-22,Sale
F000450,DUK$A,2022-12-29,Purchase
F000450,DUK$A,2023-03-17,Purchase
F000450,DUK$A,2023-09-19,Purchase
F000450,T$A,2023-05-02,Purchase
F000450,T$A,2023-11-02,Purchase
F000469,BANC$E,2022-03-15,Exchange
G000591,506120KP8,2023-08-01,Purchase
G000591,605699PU5,2023-08-01,Purchase
G000591,784532JF1,2023-08-01,Purchase
G000591,914476PV2,2023-08-01,Purchase
G000591,DUE 10/01/203,2023-08-09,Purchase
G000599,ALNY,2023-01-31,Sale
G000599,STATE OF,2023-04-19,Sale
G000599,STATE OF,2023-05-11,Sale
H001072,MATURIT,2023-02-14,Purchase
H001072,MATURIT,2023-02-23,Purchase
H001086,AAPL,2023-02-10,Sale
H001086,ABC,2023-01-25,Purchase
H001086,ACM,2023-02-10,Sale
H001086,ADBE,2023-01-26,Purchase
H001086,ADBE,2023-02-10,Purchase
